id	name	namespace	T4_mean	T7_mean	T4A	T4B	T4C	T7A	T7B	T7C	T4A_n_peptide	T4B_n_peptide	T4C_n_peptide	T7A_n_peptide	T7B_n_peptide	T7C_n_peptide	T4A_n_samp_children	T4B_n_samp_children	T4C_n_samp_children	T7A_n_samp_children	T7B_n_samp_children	T7C_n_samp_children
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	-3.2954325382862115	-1.6076869740128263	-4.242179308691169	-2.2373127169873217	-4.62103388842748	-1.442485017105268	-1.127878876179041	-2.654253922742788	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000030	mannosyltransferase activity	molecular_function	4.328027401616446	1.6897002261949796	4.1281201484077625	4.342177809227257	4.490929475913436	1.4634707514278433	2.132310322504191	1.3424352744587016	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000034	adenine deaminase activity	molecular_function	-2.696344626860816	-2.409428957664274	-1.6959936976943013	-3.274403665504946	-4.297341747450411	-1.868826725071379	-2.974466527761888	-2.6111998925007667	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000036	acyl carrier activity	molecular_function	8.969506441132959	6.392341467495736	9.122804704475515	8.674164014355371	9.07117272184001	6.167090930582046	7.094774446011947	5.441433680247431	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000049	tRNA binding	molecular_function	11.141359981959791	9.61043062406998	11.107929745229457	11.093727859011574	11.219126158828132	9.497630327347194	9.943064208162003	9.316892426171496	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000062	fatty-acyl-CoA binding	molecular_function	-16.609640474436812	-4.561628219367898	-16.609640474436812	-16.609640474436812	-16.609640474436812	-4.031168713240699	-16.609640474436812	-3.9243660585744315	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	-16.609640474436812	-4.85175048411182	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.267065729197672	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000104	succinate dehydrogenase activity	molecular_function	-2.1892852330198633	-2.5386156124638117	-3.3606737288627446	-1.9378285408450506	-1.739752686004718	-2.8806571044487628	-3.8312799275317437	-1.6883127521292318	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	5.879788254978784	3.895823823568222	5.700054023107087	6.0303294564384995	5.890064809502948	3.6535759922086357	4.478098160156256	3.2905910178535573	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000150	recombinase activity	molecular_function	6.5959945504003725	6.566304071462576	6.875430034389375	6.445077933936416	6.42072508781648	6.853011440414416	7.191849925434606	4.491407241086826	3	3	3	3	3	3	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000155	phosphorelay sensor kinase activity	molecular_function	8.181935730284629	6.777398234937502	8.062488730229331	8.219633206435974	8.256421007414655	6.958703501806386	7.054316699872098	6.165833573149141	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000156	phosphorelay response regulator activity	molecular_function	6.399779495652337	2.9379469587418003	6.390301394256054	6.3664428709672976	6.441569794358469	3.3103619353923954	3.190535849555249	1.9781773212527796	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000166	nucleotide binding	molecular_function	14.558558943066572	13.546896278934312	14.510862721777551	14.573934898305758	14.589679096646552	13.65819165540138	13.75144576021586	13.165089551134628	16	16	16	16	16	16	6.0	6.0	6.0	6.0	6.0	6.0
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	6.631042664736424	5.776347049425521	6.60689818036852	6.689508839344616	6.594869477670488	5.848708060055144	6.1561033067521445	5.149169926041936	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	4.289013065500584	3.5247950377480906	4.30225323973991	4.293318979484466	4.271291201564011	3.334811373895893	3.6815617079354026	3.5371469436175693	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000213	tRNA-intron endonuclease activity	molecular_function	-2.671532680132081	-1.9434627126003474	-16.609640474436812	-4.063915785275389	-1.2825159308186262	-16.609640474436812	-0.959326356708845	-1.9123036307833836	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000286	alanine dehydrogenase activity	molecular_function	-3.913512591863714	-2.4810177703726835	-3.7495797204925245	-3.003154291711014	-16.609640474436812	-3.2688862875750644	-1.635279664027312	-3.1622859933223295	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000287	magnesium ion binding	molecular_function	11.443155946069826	10.279345540322467	11.384956388384866	11.438454006187433	11.503607131276507	10.473523118434807	10.561526624136485	9.635255585809704	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	-3.119240823755969	-2.694041148992365	-2.0854599680886468	-3.189403894273895	-16.609640474436812	-2.1339577007867656	-2.084682563233315	-16.609640474436812	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000700	mismatch base pair DNA N-glycosylase activity	molecular_function	-16.609640474436812	-3.460544365532894	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-1.8756877479664118	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	4.175965352806116	2.3160655034282276	4.644126762053358	3.4658996382624783	4.18368087216834	2.475414381775786	3.0930665737466847	-0.2432856428096202	3	3	3	3	3	3	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	-16.609640474436812	-5.308009009319703	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.7234275836923576	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	5.86843572692312	5.676223207373075	6.243375851427515	5.877690270553294	5.347208541502994	6.10548532578813	5.80642975490594	4.837156102629404	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	7.43201845441704	5.225401808023253	7.119293919005867	7.311484950881706	7.782552722381925	5.128153150507509	6.102196193463745	3.0981618143749077	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000908	taurine dioxygenase activity	molecular_function	-16.609640474436812	-5.436750477395014	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.852204626267927	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	-4.042310209460133	-0.3787772238129083	-2.457981717589339	-14.609640474436812	-14.609640474436812	0.2532099399649732	-14.609640474436812	0.15752431278298554	4	4	4	4	4	4	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000984	bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011019	-1.8735098843775937	-2.458219542758993	-16.609640474436812	-16.609640474436812	-0.5801763728548677	-16.609640474436812	-2.7385630607727722	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000986	bacterial-type cis-regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011019	-1.8735098843775937	-2.458219542758993	-16.609640474436812	-16.609640474436812	-0.5801763728548677	-16.609640474436812	-2.7385630607727722	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	-4.042785689975138	-0.5956221842115335	-2.4581402633462544	-15.609640474436812	-15.609640474436812	-0.10413282140630246	-15.609640474436812	0.07709667078263735	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-3.520068615182008	-16.609640474436812	-16.609640474436812	-16.609640474436812	-1.9352164578014965	-16.609640474436812	-16.609640474436812	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001047	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-5.63215780546402	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-4.0476723982733045	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001067	regulatory region nucleic acid binding	molecular_function	-2.418100544499802	0.06683340040626774	-0.8333950909147537	-14.287712379549449	-14.287712379549449	0.6815050379500909	-14.287712379549449	0.6214151941842128	5	5	5	5	5	5	1.0	1.0	1.0	1.0	1.0	1.0
GO:0001071	DNA-binding transcription factor activity	molecular_function	-16.609640474436812	-4.096258298262202	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.5114603122219195	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001141	DNA-binding transcription repressor activity	molecular_function	-5.434827116856866	-4.288952728639082	-3.850280710554277	-16.609640474436812	-16.609640474436812	-3.3702209507144256	-16.609640474436812	-4.139235797371172	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001671	ATPase activator activity	molecular_function	-16.609640474436812	-5.006205759770257	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.4215523938557397	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001716	L-amino-acid oxidase activity	molecular_function	4.570335414465426	2.7907914960453963	4.3245586137179926	4.692661527726651	4.665449622658193	2.762136169901112	3.5746222863488293	1.0440303394757837	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0001727	lipid kinase activity	molecular_function	-16.609640474436812	-3.318354640440225	-16.609640474436812	-16.609640474436812	-16.609640474436812	-1.7334880846432492	-16.609640474436812	-16.609640474436812	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0001882	nucleoside binding	molecular_function	11.455755723061996	10.153322615457032	11.32730804443584	11.46822177832915	11.562112752360232	10.16496286144176	10.429884885860533	9.795966668122063	3	3	3	3	3	3	2.0	2.0	2.0	2.0	2.0	2.0
GO:0001883	purine nucleoside binding	molecular_function	11.419768864152132	10.114808894779799	11.293408427521628	11.430368919973585	11.526098167966609	10.137042374249939	10.39499852521608	9.73795483299396	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
GO:0002094	polyprenyltransferase activity	molecular_function	-16.609640474436812	-4.199983477535389	-16.609640474436812	-16.609640474436812	-16.609640474436812	-4.002724070076593	-16.609640474436812	-3.3098886854090503	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	7.876416670658912	7.271425676092934	7.749232557327444	7.960320564458365	7.911338054310456	7.092873397374415	7.323856410230938	7.381655420776721	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function	5.03121873061072	2.870904540003282	5.0555948048186465	4.980135006716935	5.056600868346787	3.1312453957587256	3.511202348415656	0.8334163752704936	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003674	molecular_function	molecular_function	18.12702586182929	18.08736662036263	18.114294035070532	18.13472054227545	18.131977928423503	18.013622205016787	18.023887466642844	18.215498615479518	1438	1438	1438	1438	1438	1438	12.0	12.0	12.0	12.0	12.0	12.0
GO:0003676	nucleic acid binding	molecular_function	15.033488521920251	13.835491707644243	15.061165798472388	14.972602432534947	15.064820532975821	13.869961487503755	14.208894245336529	13.279979118853367	33	33	33	33	33	33	6.0	6.0	6.0	6.0	6.0	6.0
GO:0003677	DNA binding	molecular_function	13.714479800474948	12.781234536094962	13.849767139717725	13.620142907600824	13.663059378323856	12.904991922520335	13.22463177838863	11.920385788945593	14	14	14	14	14	14	5.0	5.0	5.0	5.0	5.0	5.0
GO:0003678	DNA helicase activity	molecular_function	7.223398116075936	5.917267963764207	7.083508550053877	7.288648604077487	7.288480658200168	5.844125140367574	6.36710770083772	5.3683793311196215	6	6	6	6	6	6	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003684	damaged DNA binding	molecular_function	8.366887523349918	7.560740425560379	8.412442824775614	8.350156865272357	8.336930491420832	7.906469748178359	7.829234355649498	6.63018702364627	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003688	DNA replication origin binding	molecular_function	4.8162395851154445	4.7152838843284055	4.855052837011221	4.955991580936642	4.617010432341842	5.138327100288718	4.847651219455983	3.886891515496917	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003689	DNA clamp loader activity	molecular_function	-2.9863724278308235	-1.17274136464551	-2.477839769744815	-16.609640474436812	-2.328898697665084	-1.709877614605821	-0.43201849992204716	-1.8169365899095131	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003690	double-stranded DNA binding	molecular_function	8.041705939458868	6.894863995487656	8.174705602305147	8.011387508692575	7.928021214914123	7.044389987998557	7.251932641105663	6.181684174027134	9	9	9	9	9	9	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003697	single-stranded DNA binding	molecular_function	9.626034477977045	8.300715571930823	9.470382305585826	9.632809851617775	9.76034238593319	8.290885125672666	8.588246152044817	7.953759945497461	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003700	DNA-binding transcription factor activity	molecular_function	11.306458462340325	10.210640285128697	11.429652227044853	11.218157559666384	11.262852419650825	10.464307535897277	10.548417367440203	9.332208340839514	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA
GO:0003712	transcription coregulator activity	molecular_function	2.159957425102695	-0.019848659920909006	2.1396004645855147	2.0427178709613165	2.2870112209853577	0.7263168110911665	0.31513724154274486	-4.0476723982733045	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003714	transcription corepressor activity	molecular_function	2.159957425102695	-0.019848659920909006	2.1396004645855147	2.0427178709613165	2.2870112209853577	0.7263168110911665	0.31513724154274486	-4.0476723982733045	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003723	RNA binding	molecular_function	14.15957612605346	12.744631525165019	14.105177324742925	14.130436485596423	14.239551212043551	12.67389769077908	13.038223425834838	12.46211971099741	16	16	16	16	16	16	8.0	8.0	8.0	8.0	8.0	8.0
GO:0003725	double-stranded RNA binding	molecular_function	5.752808470570657	4.488185703398475	5.903968440982391	5.703319734683852	5.637616331821454	4.4692745242255425	5.065292689095423	3.548006218132837	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003727	single-stranded RNA binding	molecular_function	-0.03576650313720277	0.617394408526645	-0.03707494445467703	-1.118379229879152	0.5765705091143148	0.6974446838846908	1.1511899056523245	-0.3964868794932151	2	2	2	2	2	2	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003729	mRNA binding	molecular_function	7.65132448547849	6.0109780204433525	7.243707253545108	7.781084329221731	7.855491505394405	5.262279423338167	6.097526735281254	6.436472605391587	2	2	2	2	2	2	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003735	structural constituent of ribosome	molecular_function	15.105221035456374	13.54610748144178	15.200527004989745	15.03108946960223	15.078713729322832	13.418788170365831	14.027871448861196	13.006627631289152	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003743	translation initiation factor activity	molecular_function	9.135634905242679	7.957636059189918	9.265619734356747	9.061908474563237	9.070018945686956	7.996151441563314	8.156568529131787	7.680268088389441	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003746	translation elongation factor activity	molecular_function	11.096267124823799	9.870691960508886	11.04959673636004	11.088953827817909	11.148527425160465	9.851513257050929	10.115095685112966	9.59944426203945	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003747	translation release factor activity	molecular_function	7.823706907499086	6.804238600695011	7.76240861661256	7.885348620575409	7.8207406104359345	6.69044503281117	6.945713036298704	6.764473550992666	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	8.386279262743866	6.517969049186319	8.42209841464434	8.28416244827247	8.447289901239142	6.733855942469244	7.13190839267029	4.819673292180898	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003756	protein disulfide isomerase activity	molecular_function	-16.609640474436812	-5.203105930045165	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-3.618497775351852	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003774	motor activity	molecular_function	8.64545789406733	5.379075643740847	8.36837986546577	8.692622475430188	8.836397570284385	5.561014465996619	5.9400868596203615	4.0216929178215315	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003796	lysozyme activity	molecular_function	-4.955104387922736	-4.368004836496756	-3.370440262757746	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.783240951510333	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003824	catalytic activity	molecular_function	17.030690709971616	17.651357277073696	16.93055249539576	17.121893228187837	17.03328330155476	17.517986506977213	17.403516994085077	17.968829211909025	1123	1123	1123	1123	1123	1123	12.0	12.0	12.0	12.0	12.0	12.0
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	-4.615111426076074	-3.3135989801859536	-4.374305322444184	-16.609640474436812	-3.752678120360947	-16.609640474436812	-2.8449658167228704	-2.621080040865663	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	-0.059659823247648264	0.07761217222608206	-0.12775434495300636	-1.0656843008145558	0.5709194693347104	0.7654668532341433	0.5517670062747021	-16.609640474436812	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	6.85905018309406	4.760794006681896	6.93071368663065	6.782814789946226	6.859832922903353	4.811851177852459	5.562178303016552	2.584240972803697	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	1.7510194609500107	3.0206396875031967	2.118319853590722	1.6807744254924613	1.3505029047006512	3.0544543295683617	2.8436060415654985	3.1473018138001017	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	4.776167170414038	1.632570684363265	4.835070125978261	4.819632422198824	4.667960228817458	1.9430361270892407	2.032467643195042	0.4497145496619753	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	4.7664485173816855	3.2112785844965934	4.657033991755781	4.585359187315493	5.018620822383282	3.3132124691217237	3.761178875998771	2.099753023230477	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	5.663677641936553	4.554702421072332	5.7935057716697	5.498187030051725	5.684036037100279	5.033445027247803	5.069049060132765	2.065658470931991	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003852	2-isopropylmalate synthase activity	molecular_function	5.386232695161281	3.8860249328489185	5.05409307789041	5.351034621614247	5.684591545679536	4.127798338365821	4.399048015059346	2.529483653717142	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	4.142132931955028	2.2494058977800253	4.290874070072308	4.0298945496633385	4.092596480219006	2.0846153779000405	3.046332148938507	0.8171320436691342	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003856	3-dehydroquinate synthase activity	molecular_function	5.487098268444326	3.3056422668749947	4.942655249209493	5.397474417045898	5.9460851517328965	3.2415885287614237	4.184431063250504	1.016496319896196	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	-7.562871143426815	-4.118413683756604	-5.979728377990079	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	-2.533618243805213	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	6.764865842054743	4.886434388920055	5.9530719664044724	6.771198920420079	7.276766494354181	5.035575525854006	5.6671910389472515	2.3557718174557927	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	5.453347465937409	3.3396405297313803	5.034717542218368	5.402411805790598	5.816860781019961	3.3745526569328295	4.0492212490587445	1.7839971708428497	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	1.447542169986537	5.774213380952655	0.7648981228147093	1.595298365000703	1.7913848446044962	3.8840215092589148	2.797967539266204	7.154473846005825	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	4.798876552181177	4.509484720978757	4.883611041895914	4.869609881664115	4.6295489665955785	4.22458828307292	4.1281118977648665	5.006706445388919	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA
