id	name	namespace	T4_mean	T4A	T4B	T4C	T4A_n_peptide	T4B_n_peptide	T4C_n_peptide	T4A_n_samp_children	T4B_n_samp_children	T4C_n_samp_children
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	-3.2954325382862115	-4.242179308691169	-2.2373127169873217	-4.62103388842748	1	1	1	NA	NA	NA
GO:0000030	mannosyltransferase activity	molecular_function	4.328027401616446	4.1281201484077625	4.342177809227257	4.490929475913436	1	1	1	NA	NA	NA
GO:0000034	adenine deaminase activity	molecular_function	-2.696344626860816	-1.6959936976943013	-3.274403665504946	-4.297341747450411	1	1	1	NA	NA	NA
GO:0000036	acyl carrier activity	molecular_function	8.969506441132959	9.122804704475515	8.674164014355371	9.07117272184001	1	1	1	NA	NA	NA
GO:0000049	tRNA binding	molecular_function	11.141359981959791	11.107929745229457	11.093727859011574	11.219126158828132	1	1	1	NA	NA	NA
GO:0000062	fatty-acyl-CoA binding	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	1.0	1.0	1.0
GO:0000104	succinate dehydrogenase activity	molecular_function	-2.1892852330198633	-3.3606737288627446	-1.9378285408450506	-1.739752686004718	2	2	2	1.0	1.0	1.0
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	5.879788254978784	5.700054023107087	6.0303294564384995	5.890064809502948	1	1	1	NA	NA	NA
GO:0000150	recombinase activity	molecular_function	6.5959945504003725	6.875430034389375	6.445077933936416	6.42072508781648	3	3	3	1.0	1.0	1.0
GO:0000155	phosphorelay sensor kinase activity	molecular_function	8.181935730284629	8.062488730229331	8.219633206435974	8.256421007414655	1	1	1	NA	NA	NA
GO:0000156	phosphorelay response regulator activity	molecular_function	6.399779495652337	6.390301394256054	6.3664428709672976	6.441569794358469	1	1	1	NA	NA	NA
GO:0000166	nucleotide binding	molecular_function	14.558558943066572	14.510862721777551	14.573934898305758	14.589679096646552	16	16	16	6.0	6.0	6.0
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	6.631042664736424	6.60689818036852	6.689508839344616	6.594869477670488	1	1	1	NA	NA	NA
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	4.289013065500584	4.30225323973991	4.293318979484466	4.271291201564011	1	1	1	NA	NA	NA
GO:0000213	tRNA-intron endonuclease activity	molecular_function	-2.671532680132081	-16.609640474436812	-4.063915785275389	-1.2825159308186262	1	1	1	NA	NA	NA
GO:0000286	alanine dehydrogenase activity	molecular_function	-3.913512591863714	-3.7495797204925245	-3.003154291711014	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000287	magnesium ion binding	molecular_function	11.443155946069826	11.384956388384866	11.438454006187433	11.503607131276507	1	1	1	NA	NA	NA
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	-3.119240823755969	-2.0854599680886468	-3.189403894273895	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000700	mismatch base pair DNA N-glycosylase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	1.0	1.0	1.0
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	4.175965352806116	4.644126762053358	3.4658996382624783	4.18368087216834	3	3	3	2.0	2.0	2.0
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	5.86843572692312	6.243375851427515	5.877690270553294	5.347208541502994	1	1	1	NA	NA	NA
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	7.43201845441704	7.119293919005867	7.311484950881706	7.782552722381925	1	1	1	NA	NA	NA
GO:0000908	taurine dioxygenase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	-4.042310209460133	-2.457981717589339	-14.609640474436812	-14.609640474436812	4	4	4	3.0	3.0	3.0
GO:0000984	bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011019	-2.458219542758993	-16.609640474436812	-16.609640474436812	1	1	1	1.0	1.0	1.0
GO:0000986	bacterial-type cis-regulatory region sequence-specific DNA binding	molecular_function	-4.043023489011019	-2.458219542758993	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	-4.042785689975138	-2.4581402633462544	-15.609640474436812	-15.609640474436812	2	2	2	1.0	1.0	1.0
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001047	core promoter sequence-specific DNA binding	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001067	regulatory region nucleic acid binding	molecular_function	-2.418100544499802	-0.8333950909147537	-14.287712379549449	-14.287712379549449	5	5	5	1.0	1.0	1.0
GO:0001071	DNA-binding transcription factor activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001141	DNA-binding transcription repressor activity	molecular_function	-5.434827116856866	-3.850280710554277	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001671	ATPase activator activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001716	L-amino-acid oxidase activity	molecular_function	4.570335414465426	4.3245586137179926	4.692661527726651	4.665449622658193	1	1	1	1.0	1.0	1.0
GO:0001727	lipid kinase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0001882	nucleoside binding	molecular_function	11.455755723061996	11.32730804443584	11.46822177832915	11.562112752360232	3	3	3	2.0	2.0	2.0
GO:0001883	purine nucleoside binding	molecular_function	11.419768864152132	11.293408427521628	11.430368919973585	11.526098167966609	2	2	2	1.0	1.0	1.0
GO:0002094	polyprenyltransferase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	1.0	1.0	1.0
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	7.876416670658912	7.749232557327444	7.960320564458365	7.911338054310456	1	1	1	NA	NA	NA
GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function	5.03121873061072	5.0555948048186465	4.980135006716935	5.056600868346787	1	1	1	NA	NA	NA
GO:0003674	molecular_function	molecular_function	18.12702586182929	18.114294035070532	18.13472054227545	18.131977928423503	1438	1438	1438	12.0	12.0	12.0
GO:0003676	nucleic acid binding	molecular_function	15.033488521920251	15.061165798472388	14.972602432534947	15.064820532975821	33	33	33	6.0	6.0	6.0
GO:0003677	DNA binding	molecular_function	13.714479800474948	13.849767139717725	13.620142907600824	13.663059378323856	14	14	14	5.0	5.0	5.0
GO:0003678	DNA helicase activity	molecular_function	7.223398116075936	7.083508550053877	7.288648604077487	7.288480658200168	6	6	6	2.0	2.0	2.0
GO:0003684	damaged DNA binding	molecular_function	8.366887523349918	8.412442824775614	8.350156865272357	8.336930491420832	1	1	1	NA	NA	NA
GO:0003688	DNA replication origin binding	molecular_function	4.8162395851154445	4.855052837011221	4.955991580936642	4.617010432341842	1	1	1	NA	NA	NA
GO:0003689	DNA clamp loader activity	molecular_function	-2.9863724278308235	-2.477839769744815	-16.609640474436812	-2.328898697665084	1	1	1	NA	NA	NA
GO:0003690	double-stranded DNA binding	molecular_function	8.041705939458868	8.174705602305147	8.011387508692575	7.928021214914123	9	9	9	2.0	2.0	2.0
GO:0003697	single-stranded DNA binding	molecular_function	9.626034477977045	9.470382305585826	9.632809851617775	9.76034238593319	1	1	1	NA	NA	NA
GO:0003700	DNA-binding transcription factor activity	molecular_function	11.306458462340325	11.429652227044853	11.218157559666384	11.262852419650825	2	2	2	NA	NA	NA
GO:0003712	transcription coregulator activity	molecular_function	2.159957425102695	2.1396004645855147	2.0427178709613165	2.2870112209853577	1	1	1	1.0	1.0	1.0
GO:0003714	transcription corepressor activity	molecular_function	2.159957425102695	2.1396004645855147	2.0427178709613165	2.2870112209853577	1	1	1	1.0	1.0	1.0
GO:0003723	RNA binding	molecular_function	14.15957612605346	14.105177324742925	14.130436485596423	14.239551212043551	16	16	16	8.0	8.0	8.0
GO:0003725	double-stranded RNA binding	molecular_function	5.752808470570657	5.903968440982391	5.703319734683852	5.637616331821454	2	2	2	1.0	1.0	1.0
GO:0003727	single-stranded RNA binding	molecular_function	-0.03576650313720277	-0.03707494445467703	-1.118379229879152	0.5765705091143148	2	2	2	2.0	2.0	2.0
GO:0003729	mRNA binding	molecular_function	7.65132448547849	7.243707253545108	7.781084329221731	7.855491505394405	2	2	2	1.0	1.0	1.0
GO:0003735	structural constituent of ribosome	molecular_function	15.105221035456374	15.200527004989745	15.03108946960223	15.078713729322832	1	1	1	NA	NA	NA
GO:0003743	translation initiation factor activity	molecular_function	9.135634905242679	9.265619734356747	9.061908474563237	9.070018945686956	1	1	1	NA	NA	NA
GO:0003746	translation elongation factor activity	molecular_function	11.096267124823799	11.04959673636004	11.088953827817909	11.148527425160465	1	1	1	NA	NA	NA
GO:0003747	translation release factor activity	molecular_function	7.823706907499086	7.76240861661256	7.885348620575409	7.8207406104359345	1	1	1	1.0	1.0	1.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	8.386279262743866	8.42209841464434	8.28416244827247	8.447289901239142	1	1	1	NA	NA	NA
GO:0003756	protein disulfide isomerase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003774	motor activity	molecular_function	8.64545789406733	8.36837986546577	8.692622475430188	8.836397570284385	1	1	1	NA	NA	NA
GO:0003796	lysozyme activity	molecular_function	-4.955104387922736	-3.370440262757746	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003824	catalytic activity	molecular_function	17.030690709971616	16.93055249539576	17.121893228187837	17.03328330155476	1123	1123	1123	12.0	12.0	12.0
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular_function	-4.615111426076074	-4.374305322444184	-16.609640474436812	-3.752678120360947	1	1	1	NA	NA	NA
GO:0003839	gamma-glutamylcyclotransferase activity	molecular_function	-0.059659823247648264	-0.12775434495300636	-1.0656843008145558	0.5709194693347104	1	1	1	NA	NA	NA
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	6.85905018309406	6.93071368663065	6.782814789946226	6.859832922903353	1	1	1	NA	NA	NA
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular_function	1.7510194609500107	2.118319853590722	1.6807744254924613	1.3505029047006512	1	1	1	NA	NA	NA
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular_function	4.776167170414038	4.835070125978261	4.819632422198824	4.667960228817458	1	1	1	NA	NA	NA
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular_function	4.7664485173816855	4.657033991755781	4.585359187315493	5.018620822383282	1	1	1	NA	NA	NA
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	5.663677641936553	5.7935057716697	5.498187030051725	5.684036037100279	1	1	1	NA	NA	NA
GO:0003852	2-isopropylmalate synthase activity	molecular_function	5.386232695161281	5.05409307789041	5.351034621614247	5.684591545679536	1	1	1	NA	NA	NA
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	4.142132931955028	4.290874070072308	4.0298945496633385	4.092596480219006	1	1	1	NA	NA	NA
GO:0003856	3-dehydroquinate synthase activity	molecular_function	5.487098268444326	4.942655249209493	5.397474417045898	5.9460851517328965	1	1	1	NA	NA	NA
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular_function	-7.562871143426815	-5.979728377990079	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003861	3-isopropylmalate dehydratase activity	molecular_function	6.764865842054743	5.9530719664044724	6.771198920420079	7.276766494354181	1	1	1	NA	NA	NA
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular_function	5.453347465937409	5.034717542218368	5.402411805790598	5.816860781019961	1	1	1	NA	NA	NA
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function	1.447542169986537	0.7648981228147093	1.595298365000703	1.7913848446044962	1	1	1	NA	NA	NA
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function	4.798876552181177	4.883611041895914	4.869609881664115	4.6295489665955785	1	1	1	NA	NA	NA
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	7.162468538990833	7.129829076712796	7.177867974518016	7.17916267538715	1	1	1	NA	NA	NA
GO:0003867	4-aminobutyrate transaminase activity	molecular_function	-16.609640474436812	-16.609640474436812	-16.609640474436812	-16.609640474436812	1	1	1	NA	NA	NA
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	-2.9564471908776864	-2.066572393870478	-3.5777394376451173	-3.965430416937183	1	1	1	NA	NA	NA
GO:0003872	6-phosphofructokinase activity	molecular_function	9.176306148569749	8.805695512848132	9.35622525890955	9.305555631806293	1	1	1	NA	NA	NA
GO:0003879	ATP phosphoribosyltransferase activity	molecular_function	1.2037315612143182	0.3742215564920146	0.2055676778157341	2.1572895296124703	1	1	1	NA	NA	NA
